OBJECTID,Vision_PID,GISID,F10D_ID,Map,Block,Lot,St_Num,Street,Location,Land_Val,Build_Val,Total_Val,Zone,Room_Cnt,Build_SF,Sale_Price,Sale_Date,Year_Built,Land_Area,Build_Styl,Bath_Cnt,Exempt_Val,Bed_Cnt,Tax_Total,LU_CODE,LU_DESC4
6428,5851,58-22-1,1058022001,     58,     22,      1,9,THIRD ST,9 THIRD ST,446500,78200,524700,CR,4,1997,0,39616,2003,10019,Colonial,1.5,0,2,524700,1010,SINGLE FAM  MDL-01
6429,5852,58-24,1058024000,     58,     24,,11,THIRD ST,11 THIRD ST,438800,141300,580100,CR,5,2422,635000,39965,1920,12435,Conventional,1.5,0,4,580100,1010,SINGLE FAM  MDL-01
6430,5853,58-25,1058025000,     58,     25,,14,EIGHTH ST,14 EIGHTH ST,426600,419700,846300,CR,9,2919,1099000,42689,2006,8276,Colonial,3.5,0,4,846300,1010,SINGLE FAM  MDL-01
6431,5854,58-27,1058027000,     58,     27,,15,THIRD ST,15 THIRD ST,426600,197800,624400,CR,7,2318,900000,42996,1900,8276,Conventional,2,0,4,624400,1010,SINGLE FAM  MDL-01
6432,5855,58-28,1058028000,     58,     28,,8,SECOND ST,8 SECOND ST,623000,139100,762100,CR,6,1914,1000000,41982,1895,23958,Cottage,1.5,0,4,762100,1010,SINGLE FAM  MDL-01
6433,120172,58-28-1,1058028001,     58,     28,      1,17,THIRD ST,17 THIRD ST,412100,395300,807400,CR,8,2097,450000,40459,2012,23958,Modern/Contemp,,0,4,807400,1010,SINGLE FAM  MDL-01
6434,5856,58-29,1058029000,     58,     29,,10,SECOND ST,10 SECOND ST,640300,275300,915600,CR,9,1599,0,42810,1923,10454,Conventional,2.5,0,3,915600,1091,MULTI HSES SFR
6435,5857,58-30,1058030000,     58,     30,,12,OCEAN AVE,12 OCEAN AVE,1015100,1323000,2338100,CR,8,6451,0,34899,2004,25265,Custom,3.5,0,4,2338100,1091,MULTI HSES SFR
6436,5859,58-31,1058031000,     58,     31,,10,OCEAN AVE,10 OCEAN AVE,987200,1024800,2012000,CR,11,5030,1275000,37568,2004,17400,Modern/Contemp,5.5,20000,5,1992000,1010,SINGLE FAM  MDL-01
6437,5861,58-33,1058033000,     58,     33,,8,OCEAN AVE,8 OCEAN AVE,1003000,1597700,2600700,CR,10,6793,2000000,39400,2011,19602,Custom,4.5,0,4,2600700,1091,MULTI HSES SFR
6438,5862,58-34,1058034000,     58,     34,,61,LESTER B ORCUTT BLVD,61 LESTER B ORCUTT BLVD,795100,731700,1526800,CR,7,3529,0,39245,2009,28314,Custom,4.5,0,4,1526800,1014,SFR GOLF
6439,5863,58-35,1058035000,     58,     35,,59,LESTER B ORCUTT BLVD,59 LESTER B ORCUTT BLVD,834700,622000,1456700,CR,11,5232,0,40910,1975,28314,Colonial,5,0,6,1456700,1010,SINGLE FAM  MDL-01
6440,5864,58-36,1058036000,     58,     36,,55,LESTER B ORCUTT BLVD,55 LESTER B ORCUTT BLVD,795100,2074900,2870000,CR,0,8255,175000,35349,1998,28314,Custom,6,0,6,2870000,1010,SINGLE FAM  MDL-01
6441,5865,59-1-1,1059001001,     59,      1,      1,113,MILE STRETCH RD,113 MILE STRETCH RD,580000,176700,756700,CR,6,2016,500000,41565,1940,20310,Colonial,3,20000,3,736700,1010,SINGLE FAM  MDL-01
6442,5866,59-1-2,1059001002,     59,      1,      2,3,LINDSAY LN,3 LINDSAY LN,475800,136300,612100,CR,5,1588,675000,38649,1996,5663,Colonial,2,0,3,612100,1010,SINGLE FAM  MDL-01
6443,5867,59-1-3,1059001003,     59,      1,      3,115,MILE STRETCH RD,115 MILE STRETCH RD,368500,67700,436200,CR,4,720,425500,38769,1940,2614,Cape,1,20000,1,416200,1010,SINGLE FAM  MDL-01
6444,5868,59-1-4,1059001004,     59,      1,      4,4,LINDSAY LN,4 LINDSAY LN,436600,118200,554800,CR,6,1280,380000,42531,1960,6534,Modern/Contemp,2,0,3,554800,1010,SINGLE FAM  MDL-01
6445,5869,59-2,1059002000,     59,      2,,123,MILE STRETCH RD,123 MILE STRETCH RD,477500,112700,590200,CR,6,1698,542000,40382,1870,6360,Camp,2.5,0,5,590200,1010,SINGLE FAM  MDL-01
6446,5870,59-2-1,1059002001,     59,      2,      1,121,MILE STRETCH RD,121 MILE STRETCH RD,471700,83200,554900,CR,5,1568,0,41852,1820,5227,Camp,2,0,4,554900,1010,SINGLE FAM  MDL-01
6447,5871,59-3,1059003000,     59,      3,,1,YATES ST,1 YATES ST,586700,71400,658100,CR,6,1750,750000,38650,1900,193842,Conventional,1.5,0,3,658100,1013,SFR WATER  MDL-01
6448,101383,59-3-1,1059003001,     59,      3,      1,111,MILE STRETCH RD,111 MILE STRETCH RD,519300,67900,587200,CR,5,895,325000,41424,1960,80150,Modern/Contemp,1,0,3,587200,1013,SFR WATER  MDL-01
6449,5872,59-4,1059004000,     59,      4,,3,YATES ST,3 YATES ST,384000,159200,543200,CR,,3938,0,29080,1880,13504,Apartments,,20000,,523200,3222,COMM BLDG  MDL-94
6450,5873,59-4-1,1059004001,     59,      4,      1,7,YATES ST,7 YATES ST,642300,207500,849800,CR,7,2400,945000,38533,1980,31363,Colonial,2.5,0,3,849800,1013,SFR WATER  MDL-01
6451,5874,59-5,1059005000,     59,      5,,5,YATES ST,5 YATES ST,619200,104600,723800,CR,5,1008,0,39251,1973,21780,2 Unit,2,26000,3,697800,1040,TWO FAMILY  MDL-03
6452,5875,59-6,1059006000,     59,      6,,13,YATES ST,13 YATES ST,566100,126100,692200,CR,6,1512,0,39465,1930,13939,Conventional,2,0,3,692200,1013,SFR WATER  MDL-01
6453,5876,59-6-1,1059006001,     59,      6,      1,11,YATES ST,11 YATES ST,321200,187100,508300,CR,6,2160,0,42341,1880,5227,Conventional,1.5,0,2,508300,031R,PRI COMM  MDL-01
6454,5877,59-7,1059007000,     59,      7,,9,YATES ST,9 YATES ST,639600,73600,713200,CR,6,1381,585000,40483,1800,15246,Camp,2.5,0,3,713200,1013,SFR WATER  MDL-01
6455,5878,59-8,1059008000,     59,      8,,15,YATES ST,15 YATES ST,566900,0,566900,W1,,0,317135,36343,0,45738,Vacant Land,,0,,566900,9100,CHARI/BENO  MDL-00
6456,5879,59-9,1059009000,     59,      9,,14,YATES ST,14 YATES ST,648200,709600,1357800,CR,8,2398,0,42870,2018,16117,Conventional,3,0,3,1357800,1010,SINGLE FAM  MDL-01
6457,5880,59-10,1059010000,     59,     10,,12,YATES ST,12 YATES ST,545700,111800,657500,CR,7,2016,150000,35373,1930,6534,Conventional,1,20000,4,637500,1010,SINGLE FAM  MDL-01
6458,5881,59-11,1059011000,     59,     11,,10,YATES ST,10 YATES ST,680900,151100,832000,CR,12,2478,0,38440,1870,20038,3 Unit,3,0,5,832000,1050,THREE FAM  MDL-03
6459,5882,59-12,1059012000,     59,     12,,8,YATES ST,8 YATES ST,374800,109500,484300,CR,6,1543,410000,43251,1870,5663,Conventional,2,0,3,484300,1010,SINGLE FAM  MDL-01
6460,5883,59-13,1059013000,     59,     13,,6,YATES ST,6 YATES ST,444200,65800,510000,CR,5,1248,0,27542,1870,7405,Conventional,1,26000,3,484000,1010,SINGLE FAM  MDL-01
6461,5884,59-14,1059014000,     59,     14,,4,YATES ST,4 YATES ST,599100,232500,831600,CR,8,2026,0,38286,1900,10454,Conventional,2,0,4,831600,1010,SINGLE FAM  MDL-01
6462,5885,59-15,1059015000,     59,     15,,2,YATES ST,2 YATES ST,325500,96700,422200,CR,,2496,0,,1900,6534,Clubs/Lodges,,0,,422200,910C,CHARI/BENO  MDL-94
6463,5886,59-16,1059016000,     59,     16,,125,MILE STRETCH RD,125 MILE STRETCH RD,395600,146700,542300,CR,6,1382,0,42979,1870,7405,Cape,1,0,3,542300,1010,SINGLE FAM  MDL-01
6464,5887,59-17,1059017000,     59,     17,,127,MILE STRETCH RD,127 MILE STRETCH RD,706700,270800,977500,CR,8,4274,0,36677,1875,28314,Colonial,2.5,0,5,977500,1010,SINGLE FAM  MDL-01
6465,107734,59-18,1059018000,     59,     18,,20,LESTER B ORCUTT BLVD,20 LESTER B ORCUTT BLVD,0,0,0,CR,,0,0,30349,1900,0,Condominium,,0,,0,995,CONDO MAIN
6466,5888,59-18,1059018001,     59,     18,      1,20,LESTER B ORCUTT BLVD  U-1,20 LESTER B ORCUTT BLVD U-1,240000,39700,279700,CR,4,1019,255000,39868,1900,4408,Condominium,1,0,2,279700,1020,CONDO  MDL-05
6467,5889,59-18,1059018002,     59,     18,      2,20,LESTER B ORCUTT BLVD U-2,20 LESTER B ORCUTT BLVD U-2,200000,36700,236700,CR,3,620,270000,40396,1900,3006,Condominium,1,0,1,236700,1020,CONDO  MDL-05
6468,5890,59-18,1059018003,     59,     18,      3,20,LESTER B ORCUTT BLVD U-3,20 LESTER B ORCUTT BLVD U-3,200000,34500,234500,CR,3,612,290000,38867,1900,3006,Condominium,1,0,1,234500,1020,CONDO  MDL-05
6469,5891,59-18,1059018004,     59,     18,      4,20,LESTER B ORCUTT BLVD U-4,20 LESTER B ORCUTT BLVD U-4,216000,38700,254700,CR,4,740,280000,42536,1900,3607,Condominium,1,0,2,254700,1020,CONDO  MDL-05
6470,5892,59-18,1059018005,     59,     18,      5,20,LESTER B ORCUTT BLVD U-5,20 LESTER B ORCUTT BLVD U-5,264000,51300,315300,CR,5,1421,340000,43182,1900,6011,Condominium,2,0,3,315300,1020,CONDO  MDL-05
6471,5893,59-19,1059019000,     59,     19,,18,LESTER B ORCUTT BLVD,18 LESTER B ORCUTT BLVD,728000,210400,938400,CR,7,2795,0,38565,1890,43996,Conventional,3.5,0,5,938400,1010,SINGLE FAM  MDL-01
6472,5894,59-20,1059020000,     59,     20,,16,LESTER B ORCUTT BLVD,16 LESTER B ORCUTT BLVD,680900,257500,938400,CR,8,3929,757000,42654,2018,20038,Modern/Contemp,,0,3,938400,1011,SF (W/ APT)  MDL-01
6473,5895,59-21,1059021000,     59,     21,,14,LESTER B ORCUTT BLVD,14 LESTER B ORCUTT BLVD,500600,213500,714100,CR,7,2576,0,38118,1950,18295,Cape,3,0,4,714100,1010,SINGLE FAM  MDL-01
6474,5896,59-22,1059022000,     59,     22,,16,YATES ST,16 YATES ST,522300,158200,680500,CR,5,1814,595000,37721,1970,6534,Conventional,1.5,0,2,680500,1010,SINGLE FAM  MDL-01
6475,5897,59-22-1,1059022001,     59,     22,      1,12,LESTER B ORCUTT BLVD,12 LESTER B ORCUTT BLVD,549400,104800,654200,CR,8,2473,0,42516,1940,7252,2 Unit,3,0,5,654200,1040,TWO FAMILY  MDL-03
6476,5898,59-23,1059023000,     59,     23,,10,LESTER B ORCUTT BLVD,10 LESTER B ORCUTT BLVD,588800,113700,702500,CR,8,1787,395000,37179,1920,9583,Conventional,3,0,4,702500,1011,SF (W/ APT)  MDL-01
6477,5899,59-24,1059024000,     59,     24,,7,LESTER B ORCUTT BLVD,7 LESTER B ORCUTT BLVD,1051100,297700,1348800,CR,10,4108,1875000,42579,2018,52272,Modern/Contemp,4.5,0,5,1348800,1012,OCN FT  MDL-01
6478,107700,59-25,1059025000,     59,     25,,0,LESTER B ORCUTT BLVD,LESTER B ORCUTT BLVD,0,0,0,CR,,0,0,31260,1900,0,Condominium,,0,,0,995,CONDO MAIN
6479,5900,59-25,1059025001,     59,     25,      1,9,LESTER B ORCUTT BLVD U-1,9 LESTER B ORCUTT BLVD U-1,184000,51100,235100,CR,4,633,285000,40917,1900,1307,Condominium,1,0,2,235100,1020,CONDO  MDL-05
6480,5901,59-25,1059025002,     59,     25,      2,9,LESTER B ORCUTT BLVD U-2,9 LESTER B ORCUTT BLVD U-2,160100,47300,207400,CR,3,551,0,42124,1900,1307,Condominium,1,0,1,207400,1020,CONDO  MDL-05
6481,5902,59-25,1059025003,     59,     25,      3,9,LESTER B ORCUTT BLVD U-3,9 LESTER B ORCUTT BLVD U-3,141000,44200,185200,CR,3,485,0,40392,1890,1307,Condominium,1,0,1,185200,1020,CONDO  MDL-05
6482,5903,59-25,1059025004,     59,     25,      4,9,LESTER B ORCUTT BLVD U-4,9 LESTER B ORCUTT BLVD U-4,138100,44300,182400,CR,3,475,194500,42663,1900,1307,Condominium,1,0,1,182400,1020,CONDO  MDL-05
6483,5904,59-25,1059025005,     59,     25,      5,9,LESTER B ORCUTT BLVD U-5,9 LESTER B ORCUTT BLVD U-5,155500,46900,202400,CR,3,535,0,40898,1900,1307,Condominium,1,0,1,202400,1020,CONDO  MDL-05
6484,5905,59-25,1059025006,     59,     25,      6,9,LESTER B ORCUTT BLVD U-6,9 LESTER B ORCUTT BLVD U-6,136000,43900,179900,CR,3,468,240000,41422,1900,1307,Condominium,1,0,1,179900,1020,CONDO  MDL-05
6485,5906,59-25,1059025007,     59,     25,      7,9,LESTER B ORCUTT BLVD U-7,9 LESTER B ORCUTT BLVD U-7,129600,42200,171800,CR,2,446,0,31791,1900,1307,Condominium,1,0,1,171800,1020,CONDO  MDL-05
6486,5907,59-25,1059025008,     59,     25,      8,9,LESTER B ORCUTT BLVD U-8,9 LESTER B ORCUTT BLVD U-8,195900,51900,247800,CR,4,674,250000,42586,1900,1307,Condominium,1,0,2,247800,1020,CONDO  MDL-05
6487,5908,59-25,1059025009,     59,     25,      9,9,LESTER B ORCUTT BLVD U-9,9 LESTER B ORCUTT BLVD U-9,250000,65500,315500,CR,4,1429,0,40661,1900,1307,Condominium,1,0,2,315500,1020,CONDO  MDL-05
6488,5909,59-25,1059025010,     59,     25,     10,9,LESTER B ORCUTT BLVD U-10,9 LESTER B ORCUTT BLVD U-10,168600,48500,217100,CR,4,580,0,35179,1900,1307,Condominium,1,0,2,217100,1020,CONDO  MDL-05
6489,5910,59-26,1059026000,     59,     26,,11,LESTER B ORCUTT BLVD,11 LESTER B ORCUTT BLVD,583200,149300,732500,CR,6,1632,0,42300,1997,6534,Modern/Contemp,2.5,0,3,732500,1010,SINGLE FAM  MDL-01
6490,5911,59-27,1059027000,     59,     27,,13,LESTER B ORCUTT BLVD,13 LESTER B ORCUTT BLVD,553200,113200,666400,CR,6,1605,0,38747,1933,9148,Colonial,2.5,0,3,666400,1010,SINGLE FAM  MDL-01
6491,5912,59-28,1059028000,     59,     28,,17,LESTER B ORCUTT BLVD,17 LESTER B ORCUTT BLVD,373900,96800,470700,CR,6,1601,0,42713,1860,4792,Cape,2,0,4,470700,1010,SINGLE FAM  MDL-01
6492,5913,59-29,1059029000,     59,     29,,1,FAIRFIELD ST,1 FAIRFIELD ST,405300,218900,624200,CR,9,2172,0,39052,1850,6098,Antique,3,0,4,624200,1010,SINGLE FAM  MDL-01
6493,5914,59-30,1059030000,     59,     30,,1,STAPLES ST,1 STAPLES ST,421100,240000,661100,CR,8,2992,710000,42650,1890,7841,Conventional,5,0,5,661100,1010,SINGLE FAM  MDL-01
6494,5915,59-31,1059031000,     59,     31,,3,STAPLES ST,3 STAPLES ST,606700,174400,781100,CR,7,3166,0,39804,1858,11326,Cape,3,0,4,781100,1010,SINGLE FAM  MDL-01
6495,5916,59-32,1059032000,     59,     32,,5,STAPLES ST,5 STAPLES ST,1065500,126700,1192200,CR,7,1608,0,39128,1946,60984,Camp,3,0,4,1192200,1012,OCN FT  MDL-01
6496,5917,59-32-1,1059032001,     59,     32,      1,15,LESTER B ORCUTT BLVD,15 LESTER B ORCUTT BLVD,657800,142600,800400,CR,5,1264,0,42913,1973,21780,Ranch,3,0,3,800400,1010,SINGLE FAM  MDL-01
6497,5918,59-33,1059033000,     59,     33,,9,STAPLES ST,9-11 STAPLES ST,923600,370000,1293600,CR,10,4005,10000,35082,1997,12454,Cape,4,0,5,1293600,1012,OCN FT  MDL-01
6498,5919,59-34,1059034000,     59,     34,,7,STAPLES ST,7 STAPLES ST,582600,140400,723000,CR,11,2896,0,41809,1915,8712,Colonial,2,0,6,723000,1010,SINGLE FAM  MDL-01
6499,5920,59-35,1059035000,     59,     35,,13,STAPLES ST,13 STAPLES ST,141700,0,141700,CR,,0,94000,35082,0,8019,Vacant Land,,0,,141700,9100,CHARI/BENO  MDL-00
6500,5921,59-36,1059036000,     59,     36,,8,STAPLES ST,8 STAPLES ST,1025900,156100,1182000,CR,10,2890,0,38015,1890,20473,Conventional,3,0,5,1182000,1012,OCN FT  MDL-01
6501,5922,59-37,1059037000,     59,     37,,4,STAPLES ST,4 STAPLES ST,397800,72900,470700,CR,6,1229,0,43021,1883,5227,Cape,1,0,3,470700,1010,SINGLE FAM  MDL-01
6502,5923,59-38,1059038000,     59,     38,,2,STAPLES ST,2 STAPLES ST,455100,177500,632600,CR,7,2285,190000,34652,1870,11326,Colonial,2,20000,4,612600,1010,SINGLE FAM  MDL-01
6503,5924,59-39,1059039000,     59,     39,,7,BAYVIEW AVE,7 BAYVIEW AVE,298300,26200,324500,CR,4,595,0,43021,1900,1742,Camp,1,0,1,324500,1010,SINGLE FAM  MDL-01
6504,5925,59-39-1,1059039001,     59,     39,      1,5,BAYVIEW AVE,5 BAYVIEW AVE,354800,197600,552400,CR,8,1738,234050,42199,1870,3049,Conventional,2,0,4,552400,1010,SINGLE FAM  MDL-01
6505,5926,59-39-2,1059039002,     59,     39,      2,7,BAYVIEW AVE,7 BAYVIEW AVE,4500,0,4500,CR,,0,234050,42199,0,871,Vacant Land,,0,,4500,1320,RES ACLNUD  MDL-00
6506,5927,59-41,1059041000,     59,     41,,9,BAYVIEW AVE,9 BAYVIEW AVE,527500,116000,643500,CR,8,1796,0,,1900,7405,Cape,3,20000,5,623500,1240,REC/CONVEN
6507,5928,59-42,1059042000,     59,     42,,11,BAYVIEW AVE,11 BAYVIEW AVE,622200,286800,909000,CR,13,4136,0,39316,1890,9148,Conventional,5.5,0,5,909000,1010,SINGLE FAM  MDL-01
6508,5929,59-43,1059043000,     59,     43,,13,BAYVIEW AVE,13 BAYVIEW AVE,959700,215700,1175400,CR,8,2694,0,39189,1880,19166,Conventional,3.5,0,5,1175400,1012,OCN FT  MDL-01
6509,5930,59-44,1059044000,     59,     44,,12,BAYVIEW AVE,12-14 BAYVIEW AVE,773900,152800,926700,CR,5,1266,500000,36032,1900,40330,Bungalow,1.5,0,3,926700,1091,MULTI HSES SFR
6510,102963,59-44-1,1059044001,     59,     44,      1,16,BAYVIEW AVE,16 BAYVIEW AVE,1079900,395300,1475200,CR,11,3808,500000,36032,1850,78408,Antique,4,0,5,1475200,1013,SFR WATER  MDL-01
6511,5931,59-45,1059045000,     59,     45,,10,BAYVIEW AVE,10 BAYVIEW AVE,663700,222300,886000,CR,8,3344,400000,38954,1925,13068,Conventional,3.5,0,5,886000,1010,SINGLE FAM  MDL-01
6512,5932,59-46,1059046000,     59,     46,,1,BAYVIEW AVE,1 BAYVIEW AVE,453800,220400,674200,CR,10,3215,0,30299,1870,14810,2 Unit,3,20000,6,654200,1040,TWO FAMILY  MDL-03
6513,5933,59-47,1059047000,     59,     47,,19,LESTER B ORCUTT BLVD,19 LESTER B ORCUTT BLVD,432300,147200,579500,CR,9,2040,0,38520,1840,11326,Antique,2,0,5,579500,1010,SINGLE FAM  MDL-01
6514,5934,59-48,1059048000,     59,     48,,21,LESTER B ORCUTT BLVD,21 LESTER B ORCUTT BLVD,507300,0,507300,CR,,0,0,31428,0,64904,Vacant Land,,0,,507300,1300,RES ACLNDV  MDL-00
6515,5935,59-48-1,1059048001,     59,     48,      1,8,BAYVIEW AVE,8 BAYVIEW AVE,585600,1600,587200,CR,,0,400000,38954,0,22216,,,0,,587200,1060,AC LND OUTBLDG
6516,5936,59-48-2,1059048002,     59,     48,      2,21,LESTER B ORCUTT BLVD,21 LESTER B ORCUTT BLVD,651000,118200,769200,CR,5,1404,0,40889,1930,40946,Conventional,2,0,2,769200,1010,SINGLE FAM  MDL-01
6517,5937,59-49,1059049000,     59,     49,,23,LESTER B ORCUTT BLVD,23 LESTER B ORCUTT BLVD,407200,116300,523500,CR,7,2005,0,35289,1900,10890,Conventional,3,0,4,523500,1010,SINGLE FAM  MDL-01
6518,5938,59-50,1059050000,     59,     50,,25,LESTER B ORCUTT BLVD,25 LESTER B ORCUTT BLVD,556300,254300,810600,CR,,2104,0,22382,1960,21780,Fire Station,,0,,810600,910I,CHARI/BENO  MDL-96
6519,5939,59-51,1059051000,     59,     51,,1,STONE CLIFF RD,1 STONE CLIFF RD,393000,146500,539500,CR,9,2410,0,41207,1875,9148,Conventional,3,0,5,539500,1010,SINGLE FAM  MDL-01
6520,5940,59-52,1059052000,     59,     52,,3,STONE CLIFF RD,3 STONE CLIFF RD,462900,224100,687000,CR,,1788,0,,1880,5663,Churches,,0,,687000,906I,CHURCH  MDL-96
6521,5941,59-53,1059053000,     59,     53,,7,STONE CLIFF RD,7 STONE CLIFF RD,419600,235100,654700,CR,9,2632,0,,1879,9583,Antique,2.5,26000,5,628700,1010,SINGLE FAM  MDL-01
6522,5942,59-53-1,1059053001,     59,     53,      1,5,STONE CLIFF RD,5 STONE CLIFF RD,543700,0,543700,CR,,0,0,30739,0,15246,Vacant Land,,0,,543700,1300,RES ACLNDV  MDL-00
6523,5943,59-53-2,1059053002,     59,     53,      2,9,STONE CLIFF RD,9 STONE CLIFF RD,691400,239700,931100,CR,6,3876,0,41348,1957,23087,Cape,4,0,4,931100,1010,SINGLE FAM  MDL-01
6524,5944,59-54,1059054000,     59,     54,,11,STONE CLIFF RD,11-13 STONE CLIFF RD,656500,547700,1204200,CR,7,3967,0,41246,1800,16117,Antique,2.5,0,3,1204200,1091,MULTI HSES SFR
6525,5945,59-55,1059055000,     59,     55,,2,STONE CLIFF RD,2 STONE CLIFF RD,3928800,933900,4862700,CR,,1936,0,,1900,1976753,Country Club,,0,,4862700,3800,GOLF CRSE
6526,5946,59-55-1,1059055001,     59,     55,      1,12,STONE CLIFF RD,12 STONE CLIFF RD,76700,49700,126400,CR,,1116,1,33644,1991,5280,Warehouse,,0,,126400,903L,TOWN-PROP  MDL-96
6527,5947,59-56,1059056000,     59,     56,,27,LESTER B ORCUTT BLVD,27 LESTER B ORCUTT BLVD,388800,140500,529300,CR,9,2400,0,42620,1790,6534,Conventional,3.5,0,5,529300,1010,SINGLE FAM  MDL-01
6528,5948,59-57,1059057000,     59,     57,,29,LESTER B ORCUTT BLVD,29 LESTER B ORCUTT BLVD,431600,286500,718100,CR,8,3403,0,43131,1840,8712,Conventional,4,0,5,718100,1010,SINGLE FAM  MDL-01
6529,5949,59-58,1059058000,     59,     58,,31,LESTER B ORCUTT BLVD,31 LESTER B ORCUTT BLVD,479600,183000,662600,CR,7,2924,1,33394,1880,15246,2 Unit,3,0,5,662600,1092,MULTI HSES 2 UNIT
6530,5950,59-59,1059059000,     59,     59,,33,LESTER B ORCUTT BLVD,33 LESTER B ORCUTT BLVD,775600,364500,1140100,CR,11,3945,0,,1880,22651,Colonial,5,0,5,1140100,1014,SFR GOLF
6531,5951,59-60,1059060000,     59,     60,,35,LESTER B ORCUTT BLVD,35 LESTER B ORCUTT BLVD,741400,347900,1089300,CR,11,3465,0,36571,1900,17424,Colonial,4,0,4,1089300,1014,SFR GOLF
6532,5952,59-61,1059061000,     59,     61,,37,LESTER B ORCUTT BLVD,37 LESTER B ORCUTT BLVD,746500,276400,1022900,CR,12,3224,1500000,38440,1917,17860,Colonial,4.5,0,5,1022900,1014,SFR GOLF
6533,5953,59-62,1059062000,     59,     62,,39,LESTER B ORCUTT BLVD,39 LESTER B ORCUTT BLVD,813100,488900,1302000,CR,15,5232,1362000,39494,1900,39204,Colonial,5.5,0,5,1302000,1014,SFR GOLF
6534,5954,59-63,1059063000,     59,     63,,41,LESTER B ORCUTT BLVD,41-43 LESTER B ORCUTT BLVD,804200,411400,1215600,CR,11,3675,0,35167,1911,32234,Colonial,3,0,5,1215600,1091,MULTI HSES SFR
6535,5955,59-64,1059064000,     59,     64,,45,LESTER B ORCUTT BLVD,45 LESTER B ORCUTT BLVD,644700,130700,775400,CR,7,1434,695000,36811,1880,10890,Cape,2,0,2,775400,1014,SFR GOLF
6536,5956,59-65,1059065000,     59,     65,,52,LESTER B ORCUTT BLVD,52 LESTER B ORCUTT BLVD,513300,539100,1052400,CR,7,3654,1650000,41976,2007,20909,Modern/Contemp,2,0,3,1052400,1010,SINGLE FAM  MDL-01
6537,5957,59-66,1059066000,     59,     66,,50,LESTER B ORCUTT BLVD,50 LESTER B ORCUTT BLVD,518500,119500,638000,CR,9,2175,0,34414,1889,23087,Conventional,2,20000,5,618000,1010,SINGLE FAM  MDL-01
6538,5958,59-67,1059067000,     59,     67,,48,LESTER B ORCUTT BLVD,48 LESTER B ORCUTT BLVD,452400,392000,844400,CR,10,2505,0,37992,2006,10890,Colonial,2.5,26000,3,818400,1010,SINGLE FAM  MDL-01
6539,5959,59-68,1059068000,     59,     68,,46,LESTER B ORCUTT BLVD,46 LESTER B ORCUTT BLVD,527500,354100,881600,CR,11,3218,0,41401,1996,27443,Modern/Contemp,2.5,0,3,881600,1010,SINGLE FAM  MDL-01
6540,5960,59-69,1059069000,     59,     69,,44,LESTER B ORCUTT BLVD,44 LESTER B ORCUTT BLVD,505000,422200,927200,CR,6,3902,975000,42389,2002,19166,Modern/Contemp,2.5,0,2,927200,1010,SINGLE FAM  MDL-01
6541,5961,59-70,1059070000,     59,     70,,42,LESTER B ORCUTT BLVD,42 LESTER B ORCUTT BLVD,497600,201600,699200,CR,1,2023,0,42758,1880,17860,Antique,4.5,0,5,699200,1010,SINGLE FAM  MDL-01
6542,5962,59-71,1059071000,     59,     71,,40,LESTER B ORCUTT BLVD,40 LESTER B ORCUTT BLVD,224500,249000,473500,CR,,3240,0,,1900,9148,Churches,,0,,473500,906I,CHURCH  MDL-96
6543,5963,59-72,1059072000,     59,     72,,3,FIRST ST,3 FIRST ST,477800,429600,907400,CR,11,2859,900000,37470,1910,14810,Custom,3.5,0,4,907400,1010,SINGLE FAM  MDL-01
6544,5964,59-73,1059073000,     59,     73,,5,FIRST ST,5 FIRST ST,452400,218000,670400,CR,6,1634,690000,41116,1900,10890,Conventional,1,0,3,670400,1010,SINGLE FAM  MDL-01
6545,5965,59-74,1059074000,     59,     74,,9,FIRST ST,9 FIRST ST,462600,152300,614900,CR,9,2290,0,41763,1860,12197,Conventional,2,0,6,614900,1010,SINGLE FAM  MDL-01
6546,5966,59-74-1,1059074001,     59,     74,      1,7,FIRST ST,7 FIRST ST,462600,459500,922100,CR,8,3036,450000,42622,2018,13068,Conventional,4.5,0,3,922100,1010,SINGLE FAM  MDL-01
6547,5967,59-75,1059075000,     59,     75,,11,FIRST ST,11 FIRST ST,446700,364700,811400,CR,10,4647,330000,39840,2009,10890,Modern/Contemp,,0,6,811400,1010,SINGLE FAM  MDL-01
6548,107840,59-76,1059076000,     59,     76,,0,FIRST ST,FIRST ST,446400,0,446400,CR,,0,0,29909,0,10000,Vacant Land,,0,,446400,1300,RES ACLNDV  MDL-00
6549,5968,59-76,1059076001,     59,     76,      1,13,FIRST ST,13 FIRST ST,0,109900,109900,CR,6,1040,0,41766,1957,10000,Ranch,1.5,20000,3,89900,1010,SINGLE FAM  MDL-01
6550,5969,59-77,1059077000,     59,     77,,15,FIRST ST,15 FIRST ST,429800,57400,487200,CR,6,1091,0,33455,1890,10890,Conventional,2,0,3,487200,1010,SINGLE FAM  MDL-01
6551,5970,59-78,1059078000,     59,     78,,4,SEVENTH ST,4 SEVENTH ST,545700,175000,720700,CR,6,2026,0,42464,1986,6534,Colonial,1.5,0,3,720700,1010,SINGLE FAM  MDL-01
6552,5971,59-79,1059079000,     59,     79,,2,SEVENTH ST,2 SEVENTH ST,621000,113100,734100,CR,6,1144,195500,33891,1959,13068,Ranch,2,0,3,734100,1010,SINGLE FAM  MDL-01
